author_display,title,id,author_id
"Carmichael, Rebekah",A SONG ,prc90-w0150,pers00328
"Scott, John","SONNET. APOLOGY FOR RETIREMENT, 1766.",o4987-w0410,pers00250
"Duck, Stephen",To Mr. WORSDALE: Occasion'd by seeing CELIA's Picture unfinish'd. Writ extempore at Kensington.,o4741-w0240,pers00091
"Carmichael, Rebekah",A TALE ,prc90-w0140,pers00328
"Scott, John",HYMN FROM PSALM LXV. ,o4987-w0400,pers00250
"Duck, Stephen","On the QUEEN's Grotto, in RICHMOND Gardens. ",o4741-w0250,pers00091
"Egerton, Sarah Fyge",To my much valu'd Friend Moneses. ,pse03-w0560,pers00272
"Watts, Isaac","Against Tears. The beginning of Ode 23. Book 4. of Casimire Imitated. Si, quae flent mala, lugubres Auferrent Oculi, &c. ",o4672-w0580,pers00292
"Egerton, Sarah Fyge",The fond Shepherdess. A PASTORAL.,pse03-w0570,pers00272
"Watts, Isaac","A Word of Warning, OR Few Happy Marriages. ",o4672-w0590,pers00292
"Barber, Mary","Written for my Son in his Sickness, to one of his School fellows. ",pba35-w0180,pers00087
"Hunter, Anne","THE FAREWELL, A SONG.",bah18-w0370,pers00281
"Jones, Mary","On Her Birth-Day, December 11. ",pjo50-w0150,pers00273
"Smith, Charlotte",SONNET [35] XXXV. To Fortitude. ,n22cs-w0350,pers00290
"Barber, Mary","Written at Tunbridge-Wells. To the Right Honourable the Lady Barbara North, occasion'd by some of the Company's saying they would go to Faint-Fair, and act a Play.",pba35-w0190,pers00087
"Dennis, John","THE EMPIRE Sav'd, AND EUROPE Deliver'd. ",o3893-w0010,pers00341
"Smith, Charlotte",SONNET [34] XXXIV. To a Friend. ,n22cs-w0340,pers00290
"Jones, Mary",On one of her Eyes. ,pjo50-w0140,pers00273
"Hunter, Anne",SONG. ,bah18-w0360,pers00281
"Baillie, Joanna","FY, LET US A' TO THE WEDDING. (AN AULD SANG NEW BUSKIT.)",bjb18-w0520,pers00287
"Merrick, James",The SONG of SIMEON paraphrased. ,o5157-w0740,pers00045
"Betham, (Mary) Matilda",FRAGMENT. ,bmb97-w0280,pers00315
"Stennett, Joseph",On the Invention of LETTERS. ,o5157-w0750,pers00129
"Betham, (Mary) Matilda",FRAGMENT. ,bmb97-w0290,pers00315
"Baillie, Joanna",HOOLY AND FAIRLY. (FOUNDED ON AIN OLD SCOTCH SONG.),bjb18-w0530,pers00287
"More, Hannah",THE BAS BLEU. ,o3982-w0020,pers00274
"Gambold, John",Upon list'ning to the Vibrations of a Clock. ,o3900-w0060,pers00311
"Dodd, William","ZARA, AT THE COURT OF ANAMABOE, TO THE AFRICAN PRINCE WHEN IN ENGLAND. ",o4987-w0750,pers00220
"Carmichael, Rebekah",A YOUNG LASS's SOLILOQUY ,prc90-w0210,pers00328
"Shenstone, William","A Pastoral BALLAD, in Four Parts. Written 1743.",o5155-w0950,pers00035
"Duck, Stephen","AVARO and AMANDA. A POEM, in FOUR CANTO's, Taken from the Spectator, Vol. I. No. xi.",o4741-w0100,pers00091
"Dodd, William","THE AFRICAN PRINCE, NOW IN ENGLAND, TO ZARA AT HIS FATHER'S COURT, WRITTEN IN THE YEAR MDCCXLIX.",o4987-w0740,pers00220
"Carmichael, Rebekah",A NIGHT SCENE ,prc90-w0200,pers00328
"Shenstone, William",On a ROOT-HOUSE. ,o5155-w0940,pers00035
"Duck, Stephen","To a Young LADY, who had a CUPID given Her. ",o4741-w0110,pers00091
"Wesley, Charles",In AFFLICTION. ,o3900-w0950,pers00309
"Rowe, Elizabeth",Platonick Love. ,oar96-w0010,pers00265
"Barber, Mary","To Mrs. Mary CÆsar, upon seeing her just after the Marriage of her Friend, the Lady Margaret Harley. ",pba35-w1100,pers00087
"Tighe, Mary",Sonnet. ,pmt18-w0130,pers00320
"Barber, Mary",To Sophronia. ,pba35-w1110,pers00087
"Gray, Thomas",[Epitaph on Mrs Mason] ,tgaen-wepmm,pers00039
"Tighe, Mary",Sonnet. ,pmt18-w0120,pers00320
Anonymous,An EPIGRAM. ,o5156-w1120,pers00067
"Hands, Elizabeth","A PASTORAL. [As Thirsis and Daphne, upon the new hay] ",peh89-w0090,pers00324
"Evans, Abel","PRE-EXISTENCE: A POEM, In Imitation of MILTON.",o5152-w0240,pers00009
"Thompson, William","A Character of Mr. POPE'S WRITINGS. BEING An Episode from the Poem call'd SICKNESS, Book II.",o5154-w0690,pers00034
"Day, Eliza",AT THE SAME PLACE. ,bed98-w0280,pers00340
"Collins, William","A SONG FROM SHAKESPEAR's CYMBELINE. Sung by GUIDERUS and ARVIRAGUS over FIDELE, supposed to be dead.",o5155-w0070,pers00048
"Jacob, Hildebrand","CHIRON to ACHILLES, A POEM.",o5152-w0250,pers00111
"Hill, Aaron",The POET's IMPORTANCE. ,o5156-w1130,pers00010
"Hands, Elizabeth","A PASTORAL. [Young Corydon, a blithesome swain] ",peh89-w0080,pers00324
"Collins, William","AN EPISTLE ADDRESS'D TO Sir THOMAS HANMER, On his EDITION of SHAKESPEAR'S WORKS.",o5155-w0060,pers00048
"Day, Eliza","OCCASIONED BY THE DEATH OF GEORGE KENDAL, Who was drowned upon his birth-day, and the day he had been bound apprentice.",bed98-w0290,pers00340
"Brown, John",AN ESSAY on SATIRE. PART I.,o5154-w0680,pers00036
"Hoadly, John","KAMBROMYOMAXIA: OR THE MOUSE-TRAP; Being a Translation of Mr. HOLDSWORTH'S MUSCIPULA, 1737.",o5156-w0880,pers00108
"Woty, William",SONG. ,o5089-w0460,pers00190
"Blamire, Susanna",BRIDE-CAKE. ,bsb18-w0180,pers00280
"Dodington, George Bubb, Baron Melcombe","VERSES SENT BY LORD MELCOMBE TO DR. YOUNG, NOT LONG BEFORE HIS LORDSHIP'S DEATH. ",o4984-w0680,pers00090
"Leapor, Mary",The UNIVERSAL DREAM. ,o5125-w0450,pers00154
"Collins, William",ODE TO MERCY. ,o4985-w0060,pers00048
"Blamire, Susanna","SPRING. APRIL, 1786.",bsb18-w0190,pers00280
"Hoadly, John","VERSES under the Prints of Mr. HOGARTH'S Rake's Progress, 1735.",o5156-w0890,pers00108
Anonymous,THE LADY AND THE LINNET. A TALE.,o5089-w0470,pers00161
"Collins, William",ODE TO LIBERTY. ,o4985-w0070,pers00048
"Leapor, Mary",SOTO. A CHARACTER. ,o5125-w0440,pers00154
"Dodington, George Bubb, Baron Melcombe",VERSES UNDER THE BUSTO OF COMUS IN A BUFFET AT HAMMERSMITH. E AUGUST MDCCL.,o4984-w0690,pers00090
"Watts, Isaac",[Hymn I.] The Hosanna; or Salvation ascribed to CHRIST. ,o5454-w0320,pers00292
"Prior, Matthew","TO THE KING, AN ODE, &c. ",omp95-w0010,pers00314
"Gay, John","FABLE [01] I. The Lyon, the Tyger, and the Traveller.",ojg27-w0020,pers00303
"Robertson, Rev. Mr.",SWEETNESS: AN ODE.,o4986-w0520,pers00247
"Gay, John",FABLE [02] II. The Spaniel and the Cameleon.,ojg27-w0030,pers00303
"Robertson, Rev. Mr.","TO FLORELLA, PUTTING ON A FLOWERED HAT, ",o4986-w0530,pers00247
"Watts, Isaac","[Hymn II.] GLORY to the FATHER and the SON, &c. ",o5454-w0330,pers00292
"Lennox, Charlotte",In Answer to Consolatory Verses wrote by a Friend. ,o5247-w0290,pers00295
"Watts, Isaac",GOD Sovereign and Gracious. ,o4672-w0250,pers00292
"Prior, Matthew","An Extempore Invitation TO THE EARL of OXFORD, Lord High Treasurer. 1712.",pmp18-w0940,pers00314
"Kelly, Isabella","TO THE MEMORY OF AN HONEST MAN, MR. B. D., ADDRESSED TO HIS WIDOW. ",pik94-w0210,pers00327
"Williams, Helen Maria","TO THE BARON DE HUMBOLDT, ON HIS BRINGING ME SOME FLOWERS IN MARCH.",bhw18-w0460,pers00276
"Prior, Matthew",Erle ROBERT's MICE. In Chaucer's Stile.,pmp18-w0950,pers00314
"Kelly, Isabella",EPITAPH ON A FAVORITE TAME CHICKEN. ,pik94-w0200,pers00327
"Lennox, Charlotte",SONG. ,o5247-w0280,pers00295
"Watts, Isaac","LONGING FOR HEAVEN, OR, THE Song of Angels Above. ",o4672-w0240,pers00292
"Hoadly, John",BOOK IV. Ep. 78. ,o5156-w1234,pers00108
"Williams, Helen Maria","TO MRS. K—, ON HER SENDING ME ENGLISH CHRISTMAS PLUMB-CAKE, AT PARIS.",bhw18-w0470,pers00276
"Chatterton, Thomas",SONG. FANNY[|BETSY] OF THE HILL. 1770.,o4198-w0230,pers00288
"Finch, Anne, countess of Winchilsea","A Description of One of the Pieces of Tapistry at Long-Leat, made after the famous Cartons of Raphael; in which, Elymas the Sorcerer is miraculously struck Blind by St. Paul before Sergius Paulus, the Proconsul of Asia. Inscribed to the Honble HENRY THYNNE, under the Name of THEANOR.",o4784-w0130,pers00268
"Pix, Mary",VIOLENTA FROM BOCCACE ,o4885-w0010,pers00300
"Clay, Stephen",To the DUKE of MARLBOROUGH. ,o5156-w0530,pers00086
"Finch, Anne, countess of Winchilsea",Fanscomb Barn. In Imitation of MILTON.,o4784-w0120,pers00268
"Clay, Stephen","An EPISTLE from the Elector of BAVARIA to the FRENCH King, after the Battle of RAMILLIES. ",o5156-w0520,pers00086
"Chatterton, Thomas",A BURLESQUE CANTATA. 1770.,o4198-w0220,pers00288
"Cowper, William",HUMAN FRAILTY. ,o3794-w0160,pers00269
"Merry, Robert",TO ANNA MATILDA. ,o4739-w0130,pers00285
"Manners, Catherine Rebecca Grey, Lady",Reflections on the Prevalence of Fashion. ,pcm93-w0030,pers00313
"Barber, Mary",To a Lady who was libell'd. ,pba35-w0510,pers00087
"Cowper, William",THE MODERN PATRIOT. ,o3794-w0170,pers00269
"Cowley, Hannah",STANZAS TO DELLA CRUSCA.,o4739-w0120,pers00284
"Manners, Catherine Rebecca Grey, Lady",Lines Addressed to a Mother in Ireland. ,pcm93-w0020,pers00313
"Barber, Mary",News from St. James's. ,pba35-w0500,pers00087
"Alcock, Mary",THE AIR BALLOON. ,pma99-w0340,pers00306
"Hamilton, William Gerard",ODE ON BEAUTY. To ******.,o4984-w0210,pers00227
"Blamire, Susanna",O WHY SHOULD MORTALS SUFFER CARE. ,bsb18-w0510,pers00280
"Shenstone, William",[Song]  III. The ROSE-BUD. ,o5155-w0932,pers00035
"Baillie, Joanna",HYMN. ,bjb18-w0890,pers00287
"Finch, Anne, countess of Winchilsea",FRAGMENT. ,o4784-w0810,pers00268
"Hamilton, William Gerard",ODE TO SLEEP. ,o4984-w0200,pers00227
"Alcock, Mary",THE LXIIID PSALM. ,pma99-w0350,pers00306
"Baillie, Joanna",JOB XIII. 15. ,bjb18-w0880,pers00287
"Finch, Anne, countess of Winchilsea",A LETTER to the same Person. ,o4784-w0800,pers00268
"Blamire, Susanna",WHEN HOME WE RETURN. ,bsb18-w0500,pers00280
"Day, Eliza",THOUGHTS BEFORE THE INTERMENT OF A FRIEND. ,bed98-w0610,pers00340
"Little, Janet",ON A VISIT TO MR. BURNS. ,bjl92-w0250,pers00338
"Duck, Stephen",The Two Beavers. A FABLE.,o5154-w0200,pers00091
"Seward, Anna","SONNET. WRITTEN ON RISING GROUND, NEAR LICHFIELD.",bse96-w0080,pers00282
"Hands, Elizabeth",ABSENCE. ,peh89-w0400,pers00324
"Lyttelton, George, 1st Baron Lyttelton",BLENHEIM. Written at the University of Oxford in the Year 1727.,o5153-w0030,pers00030
"Duck, Stephen",CONTENTMENT. ,o5154-w0210,pers00091
"Little, Janet","WRITTEN JANUARY FIRST, 1792. ",bjl92-w0240,pers00338
"Day, Eliza",TO A SICK FRIEND. ,bed98-w0600,pers00340
"Hands, Elizabeth","To THIRSIS, On his signifying his intention to lay aside his Hautboy. ",peh89-w0410,pers00324
"Lyttelton, George, 1st Baron Lyttelton",SOLILOQUY Of a BEAUTY in the Country. Written at Eton School.,o5153-w0020,pers00030
"Seward, Anna","SONNET, To A YOUNG LADY IN AFFLICTION, WHO THOUGHT SHE SHOULD NEVER MORE BE HAPPY;",bse96-w0090,pers00282
"Opie, Amelia",TO LAURA. ,bao18-w0150,pers00279
"Berkeley, George Monck","EVENING, A PASTORAL. TO HENRY GRIMSTON, ESQ. OF YORKSHIRE.",o5280-w0100,pers00277
"Tate, Nahum",The Unconfin'd. ,oat77-w0150,pers00344
"Prior, Matthew",TO THE COUNTESS of DORSET. Written in her Milton.,pmp18-w0060,pers00314
"Gray, Thomas","The Descent of Odin. An Ode (From the Norse-Tongue,) in Bartholinus, de causis contemnendae mortis; Hafniae, 1689, Quarto. Upreis Odinn allda gautr, &c.",tgaen-wdooo,pers00039
"Rowe, Elizabeth","Parthenea, an ELEGY.",oar96-w0480,pers00265
"Berkeley, George Monck",SONG. TO ALMERIA.,o5280-w0110,pers00277
"Prior, Matthew",TO THE LADY DURSLEY On the same Subject. ,pmp18-w0070,pers00314
"Tate, Nahum",The Surprizal. ,oat77-w0140,pers00344
"Opie, Amelia",SONNET ON THE APPROACH OF AUTUMN.,bao18-w0140,pers00279
"Rowe, Elizabeth",The Reply to Mr. — ,oar96-w0490,pers00265
"Gray, Thomas",THE FATAL SISTERS: AN ODE.,o4986-w0250,pers00039
"Day, Eliza","LANCASTER CASTLE, BY MOONLIGHT.",bed98-w0840,pers00340
"Gray, Thomas","ODE AT THE INSTALLATION OF HIS GRACE AUGUSTUS HENRY FITZROY, DUKE OF GRAFTON, CHANCELLOR OF THE UNIVERSITY. JULY 1, MDCCLXIX.",o4986-w0240,pers00039
"Williams, Helen Maria",SONNET TO THE TORRID ZONE.,bhw18-w0310,pers00276
"Watts, Isaac",Free Philosophy. ,o4672-w0520,pers00292
"Carey, Henry","BLUNDRELLA: OR, THE IMPERTINENT. A TALE.",o3452-w0010,pers00329
"Williams, Helen Maria",SONNET TO THE CURLEW.,bhw18-w0300,pers00276
"Watts, Isaac",To the Reverend Mr. John Howe. ,o4672-w0530,pers00292
"Finch, Anne, countess of Winchilsea",The HYMN. ,o4784-w0640,pers00268
"Shenstone, William",Upon RIDDLES. ,o5156-w0240,pers00035
"Betham, (Mary) Matilda",ON THE EVE OF DEPARTURE From O — ,bmb97-w0160,pers00315
"Robinson, Mary",On the DEATH of a FRIEND. ,pro75-w0120,pers00271
"Swift, Jonathan","Apollo Outwitted. To the Honourable Mrs. FINCH, under her Name of Ardelia,",psw11-w0100,pers00148
"Robinson, Mary",The WISH. ,pro75-w0130,pers00271
"Betham, (Mary) Matilda",TO M. I. ,bmb97-w0170,pers00315
"Finch, Anne, countess of Winchilsea",Friendship between EPHELIA and ARDELIA. ,o4784-w0650,pers00268
Anonymous,VERSES to a Writer of RIDDLES. ,o5156-w0250,pers00063
"Swift, Jonathan","A DESCRIPTION OF THE MORNING. April, 1709.",psw11-w0110,pers00148
"Pomfret, John","On the General Conflagration, and ensuing Judgment. A Pindaric Essay.",ppo24-w0180,pers00257
"Barber, Mary","A Letter written for my Daughter to a Lady, who had presented her with a Cap. ",pba35-w0260,pers00087
"Hunter, Anne","[BIRTHDAY ODE] TO THE SAME, AGED 15, AT CAMBRIDGE.",bah18-w0090,pers00281
"Barber, Mary",To his Grace the Duke of Chandos. ,pba35-w0270,pers00087
"Gray, Thomas",Ode on a Distant Prospect of Eton College ,tgaen-wodec,pers00039
"Pomfret, John",REASON: A POEM.,ppo24-w0190,pers00257
"Hunter, Anne","[BIRTHDAY ODE] TO MY SON AT SCHOOL, AGED 13, JUNE 11.",bah18-w0080,pers00281
Anonymous,THE ROOKERY. ,o5089-w0780,pers00166
"Blamire, Susanna","ADDRESS TO MISS J. GALE ON HER MARRIAGE WITH THE REV. F. GRAHAM, RECTOR OF ARTHURET.",bsb18-w0260,pers00280
"Warton, Thomas",ODE ON THE APPROACH OF SUMMER. ,o4984-w0560,pers00053
"Alcock, Mary",DITTO. ,pma99-w0430,pers00306
"Smart, Christopher",ODE ON ST. CECILIA's DAY. ,o4985-w0380,pers00254
"Blamire, Susanna","A PETITION TO APRIL. WRITTEN DURING SICKNESS, 1793.",bsb18-w0270,pers00280
"King, Charles",A RECEIPT how to make L'EAU DE VIE. WRITTEN AT THE DESIRE OF A LADY.,o5089-w0790,pers00177
"Alcock, Mary",RIDDLE. ,pma99-w0420,pers00306
"Mendez, Moses",THE SEASONS. IN IMITATION OF SPENSER.,o4985-w0390,pers00033
"Fordyce, James",TRUE BEAUTY. ,o4984-w0570,pers00223
"Akenside, Mark",ODE IV. To a GENTLEMAN whose MISTRESS had married an old Man. ,o3776-w0040,pers00047
"Wesley, Charles",HYMN for EASTER-DAY. ,o3900-w1310,pers00309
"Burns, Robert",TO RUIN. ,cbu86-w0220,pers00307
"Wesley, Charles",HYMN for the EPIPHANY. ,o3900-w1300,pers00309
"Burns, Robert",EPISTLE TO A YOUNG FRIEND. ,cbu86-w0230,pers00307
"Akenside, Mark",ODE V. Hymn to CHEARFULNESS. The Author Sick. ,o3776-w0050,pers00047
"Hands, Elizabeth","A SONG. [Ye swains cease to flatter, our hearts to obtain] ",peh89-w0370,pers00324
"Roderick, Richard",RIDDLE. ,o5153-w0740,pers00123
"Little, Janet",FROM DELIA TO ALONZO. WHO HAD SENT HER A SLIGHTING EPISTLE.,bjl92-w0520,pers00338
"Hoadly, Benjamin","The Marriage of the MYRTLE and the YEW. A FABLE. To DELIA, about to marry beneath herself. 1744.",o5154-w0570,pers00107
"Carstairs, Christian",EPITAPH. ,pcc86-w0350,pers00323
"Day, Eliza",LEGEND. ,bed98-w0160,pers00340
"Warton, Thomas",THE PLEASURES of MELANCHOLY. Written in the Year 1745.,o5155-w0390,pers00053
"Hands, Elizabeth","Written, originally extempore, on seeing a Mad HEIFER run through the Village where the Author lives. ",peh89-w0360,pers00324
"Roderick, Richard","Audivere, Lyce, &c. HOR. Book 4. Ode 13. IMITATED.",o5153-w0750,pers00123
"Akenside, Mark",[Inscription]  III. ,o5157-w0042,pers00047
"Carstairs, Christian",[In a triumphal car] ,pcc86-w0340,pers00323
"Warton, Joseph",ODE occasion'd by Reading Mr. WEST'S Translation of PINDAR. ,o5155-w0380,pers00049
"Day, Eliza",TO DELIA. ,bed98-w0170,pers00340
"Hoadly, Benjamin","The TROPHY, BEING SIX CANTATAS To the Honour of his ROYAL HIGHNESS WILLLIAM, Duke of CUMBERLAND; Expressing the just Sense of a grateful Nation, in the several Characters of The VOLUNTEER, The POET, The PAINTER, The MUSICIAN, The SHEPHERD, The RELIGIOUS.",o5154-w0560,pers00107
"Little, Janet",FROM FLAVIA TO CARLOS. ,bjl92-w0530,pers00338
"Prior, Matthew",Quid sit futurum Cras fuge quærere. ,pmp18-w0710,pers00314
"Tate, Nahum",The Requitall. ,oat77-w0620,pers00344
"Smart, Christopher",On an EAGLE confined in a College-Court. ODE XIII.,o4103-w0150,pers00254
"Smart, Christopher","To ETHELINDA, On her doing my Verses the honour of wearing them in her bosom. Written at Thirteen.",o4103-w0140,pers00254
"Tate, Nahum",To a Desponding Friend. ,oat77-w0630,pers00344
"Prior, Matthew",On the Same Person. ,pmp18-w0700,pers00314
"Smith, Charlotte","SONNET [42] XLII. Composed during a Walk on the Downs, Nov. 1787. ",n22cs-w0420,pers00290
"Cowper, William",The PINE APPLE and the BEE. ,o3794-w0280,pers00269
"Hunter, Anne",SONG. ,bah18-w0400,pers00281
"Cowper, William",HORACE. Book the 2d. ODE the 10th. ,o3794-w0290,pers00269
"Hunter, Anne",SONG. ,bah18-w0410,pers00281
"Smith, Charlotte",SONNET [43] XLIII. ,n22cs-w0430,pers00290
"Carey, Henry","Pretty SALLY's Garland. OR, Johnny's Kind Courtship. In Two PARTS.",o5463-w0010,pers00329
"Akenside, Mark",ODE To the Right Reverend BENJAMIN Lord Bishop of WINCHESTER. ,o5157-w0030,pers00047
"Baillie, Joanna",LINES TO A PARROT. ,bjb18-w0250,pers00287
"Baillie, Joanna",VERSES TO OUR OWN FLOWERY KIRTLED SPRING. ,bjb18-w0240,pers00287
"Akenside, Mark",ODE To the Right Honourable FRANCIS Earl of HUNTINGDON. MDCCXLVII.,o5157-w0020,pers00047
"Lennox, Charlotte",An ODE To SLEEP ,o5247-w0170,pers00295
"Wesley, Charles",HYMN to the SON. ,o3900-w0700,pers00309
"Egerton, Sarah Fyge","To Orabella, Marry'd to an old Man. ",pse03-w0150,pers00272
"Lennox, Charlotte","ARDELIA to FLAVIA, An EPISTLE.",o5247-w0160,pers00295
"Egerton, Sarah Fyge","At my leaving Cambridge August the 14th, Extempore. ",pse03-w0140,pers00272
"Wesley, Charles",HYMN to the HOLY GHOST. ,o3900-w0710,pers00309
"Marriott, Sir James",THE ROYAL VOYAGE. ,o4987-w0020,pers00057
"Gray, Thomas","Agrippina, a Tragedy ",tgaen-wagtr,pers00039
"Frederick II, King of Prussia / Marriott, Sir James",ODE ON DEATH. WRITTEN IN FRENCH BY HIS MAJESTY THE KING OF PRUSSIA.,o4987-w0030,"pers00097,pers00057"
"Barbauld, Anna Laetitia",ON THE DEATH OF MRS. JENNINGS. ,o3555-w0250,pers00149
"Prior, Matthew",The Lady who offers her Looking-Glass to Venus. ,pmp18-w0380,pers00314
"Barbauld, Anna Laetitia","To MISS R—, On her Attendance on her Mother at BUXTON. ",o3555-w0240,pers00149
"Prior, Matthew",CLOE JEALOUS. ,pmp18-w0390,pers00314
"Somervile, William",SONG. ,o5155-w0700,pers00008
"Smart, Christopher",ON THE ETERNITY OF THE SUPREME BEING. ,o4987-w0900,pers00254
"Cristall, Ann Batten","WRITTEN IN DEVONSHIRE, NEAR THE DART. ",cac95-w0100,pers00301
"Parrott, Charles",ODE to a FRIEND wounded in a Duel. ,o5155-w0710,pers00002
"Cristall, Ann Batten",SONG. ,cac95-w0110,pers00301
"Smart, Christopher",ON THE IMMENSITY OF THE SUPREME BEING. ,o4987-w0910,pers00254
"Churchill, Charles",THE AUTHOR. ,o3591-w0010,pers00155
"Leapor, Mary","SONG to CLOE, playing on her Spinet. ",o5125-w0320,pers00154
"Grainger, James",BRYAN AND PEREENE. A WEST INDIAN BALLAD;,o5089-w0310,pers00099
"Leapor, Mary",To GRAMMATICUS. ,o5125-w0330,pers00154
Anonymous,LIBERTY. LA LIBERTA. Newly translated from METASTASIO.,o5089-w0300,pers00159
"Carey, Henry","THE Grumbletonians; OR, THE DOGS without-Doors. ",o5101-w0010,pers00329
"Lewis, Matthew Gregory",THE LOVE OF GAIN. ,o3366-w0010,pers00319
"Boswell, James",ODE. ,o3613-w0010,pers00304
"Baillie, Joanna",FRAGMENT OF A POEM. ,bjb18-w0160,pers00287
"Lisle, Thomas","LETTER from SMYRNA to his Sisters at CRUX-EASTON, 1733.",o5157-w0300,pers00114
"Lisle, Thomas","Part of a LETTER to my Sisters at CRUX-EASTON, wrote from CAIRO in EGYPT, AUGUST 1734. ",o5157-w0310,pers00114
"Baillie, Joanna",LINES ON THE DEATH OF SIR WALTER SCOTT. ,bjb18-w0170,pers00287
"Prior, Matthew",GUALTERUS DANISTONUS. Ad Amicos. IMITATED.,pmp18-w1030,pers00314
"Jones, Mary",BIRTH-DAY. ,pjo50-w0510,pers00273
"Gray, Thomas",[Imitated] From Propertius. Lib: 2: Eleg: 1. ,tgaen-wimp2,pers00039
"Jones, Mary",Written at her Apartment in Windsor-Castle. ,pjo50-w0500,pers00273
"Prior, Matthew",For my own Tomb-stone. ,pmp18-w1020,pers00314
"Brooke, Frances",ODE TO FRIENDSHIP. ,o4987-w0310,pers00209
"Brooke, Frances",ODE. ,o4987-w0300,pers00209
"Prior, Matthew","TO THE Lady Elizabeth Harley, Since Marchioness of Carmarthen, On a Column of Her Drawing.",pmp18-w0990,pers00314
"Edwards, Thomas",SONNET V. On a FAMILY-PICTURE.,o5153-w0774,pers00016
"Watts, Isaac",Wishing him ever with me. ,o4672-w0280,pers00292
"Lennox, Charlotte",To MIRA. Inviting her to a RETREAT in the COUNTRY. ,o5247-w0240,pers00295
"Egerton, Sarah Fyge",A SONG. ,pse03-w0260,pers00272
"Gambold, John",After considering some of his Friends. ,o3900-w0430,pers00311
"Watts, Isaac",THE Absence of the Beloved. ,o4672-w0290,pers00292
"Lennox, Charlotte",Verses wrote extempore on a Gentleman's playing on the Flute. ,o5247-w0250,pers00295
"Prior, Matthew","A FLOWER, Painted by SIMON VARELST. ",pmp18-w0980,pers00314
"Wesley, Charles",A HYMN for MIDNIGHT. ,o3900-w0420,pers00309
"Egerton, Sarah Fyge",On a Gentleman and his Wife visiting a Lady. He sleeping the while. Extempore. Spoke by Morpheus. ,pse03-w0270,pers00272
"Little, Janet",NELL'S ANSWER. ,bjl92-w0280,pers00338
"Dodington, George Bubb, Baron Melcombe","On Sir ROBERT WALPOLE'S Birth-day, AUGUST the 26th. ",o5155-w0430,pers00090
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM XII. ,o5153-w0801,pers00119
"Cristall, Ann Batten",ELEGY. ,cac95-w0230,pers00301
"Seward, Anna",EYAM ,bse96-w0050,pers00282
"Voltaire, François Marie Arouet de",To Lady H—Y. ,o5155-w0420,pers00137
"Little, Janet",ANOTHER EPISTLE TO NELL. ,bjl92-w0290,pers00338
"Seward, Anna","HERVA, AT THE TOMB OF ARGANTYR. A RUNIC DIALOGUE.",bse96-w0040,pers00282
"Cristall, Ann Batten",SONG. ,cac95-w0220,pers00301
"Barbauld, Anna Laetitia",SONG IV. ,o3555-w0160,pers00149
"Tate, Nahum",The Escape. ,oat77-w0180,pers00344
"Opie, Amelia",TO HENRY. ,bao18-w0180,pers00279
"Goldsmith, Oliver",THE DOUBLE TRANSFORMATION: A TALE. ,o5346-w0040,pers00174
"Rowe, Elizabeth",To Madam S— at the Court. ,oar96-w0450,pers00265
"Opie, Amelia",TO HENRY. ,bao18-w0190,pers00279
"Barbauld, Anna Laetitia",SONG V. ,o3555-w0170,pers00149
"Tate, Nahum",The Politicians. ,oat77-w0190,pers00344
"Goldsmith, Oliver","A NEW SIMILE, IN THE MANNER OF SWIFT. ",o5346-w0050,pers00174
"Rowe, Elizabeth",A SONG. ,oar96-w0440,pers00265
"Chandler, Mary",To Mrs. Shales. ,pmc36-w0100,pers00325
"Alcock, Mary",EPIGRAM. ,pma99-w0390,pers00306
"Warton, Joseph",ODE TO SUPERSTITION. ,o4985-w0420,pers00049
"Leapor, Mary",DORINDA at her Glass. ,o5125-w0010,pers00154
"Baillie, Joanna",ST. MATTHEW V. 9. ,bjb18-w0840,pers00287
"Collins, William","ORIENTAL ECLOGUES. SELIM; OR, THE SHEPHERD'S MORAL.",o5089-w0020,pers00048
"Alcock, Mary","ON THE VIOLENT DEBATES IN THE HOUSE OF PEERS, UPON THE BILL FOR SUSPENDING THE HABEAS CORPUS, &c. ",pma99-w0380,pers00306
"Warton, Joseph",ODE TO A GENTLEMAN UPON HIS TRAVELS THROUGH ITALY. ,o4985-w0430,pers00049
"Chandler, Mary",To Mrs. Stephens. ,pmc36-w0110,pers00325
"Collins, William",AN ODE TO FEAR. EPODE.,o5089-w0030,pers00048
"Baillie, Joanna",ST. LUKE XVIII. 16. ,bjb18-w0850,pers00287
"Macpherson, James",COMÁLA: A DRAMATIC POEM. ,o5164-w0020,pers00291
"Williams, Helen Maria",THE COMPLAINT OF THE GODDESS OF THE GLACIERS TO DOCTOR DARWIN.,bhw18-w0042,pers00276
"Brand, Hannah",TO MISS BRAND. ,o4091-w0060,pers00305
"Thomson, James",[The Seasons:] AUTUMN. ,o3549-w0030,pers00020
"Lennox, Charlotte",PHILANDER. ,o3754-w0010,pers00295
"Macpherson, James",THE WAR of CAROS: A POEM. ,o5164-w0030,pers00291
"Brand, Hannah",PRAYER. TO THE PARCAE.,o4091-w0070,pers00305
"Thomson, James",[The Seasons:] SUMMER. ,o3549-w0020,pers00020
"Tighe, Mary",[Psyche] Canto II. ,pmt18-w0021,pers00320
